Q,A,label
홍연어의 칼로리는 몇이야?,(100g)  당 - 칼로리: 168kcal | 지방: 8.56g | 탄수화물: 0.0g | 단백질: 21.3g,1
홍초 풋사과의 칼로리는 몇이야?,(1컵) (38ml)당 - 칼로리: 45kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.50g,1
홍합 요리의 칼로리는 몇이야?,1당 - 칼로리: 12kcal | 지방: 0.66g | 탄수화물: 0.35g | 단백질: 1.10g,1
홍합의 칼로리는 몇이야?,(1개) 작은것당 - 칼로리: 9kcal | 지방: 0.22g | 탄수화물: 0.37g | 단백질: 1.19g,1
화이트 식사용 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 122kcal | 지방: 0.00g | 탄수화물: 3.82g | 단백질: 0.10g,1
화이트그레이프의 칼로리는 몇이야?,(1캔)(355ml)당 - 칼로리: 176kcal | 지방: 0.00g | 탄수화물: 44.00g | 단백질: 0.00g,1
화이트크림오븐스파게티의 칼로리는 몇이야?,1그릇 (370g)당 - 칼로리: 655kcal | 지방: 29.00g | 탄수화물: 73.00g | 단백질: 26.00g,1
환타 레몬의 칼로리는 몇이야?,(1캔)(335ml)당 - 칼로리: 172kcal | 지방: 0.00g | 탄수화물: 43.00g | 단백질: 0.00g,1
환타 오렌지의 칼로리는 몇이야?,(1인분)  (355ml)당 - 칼로리: 156kcal | 지방: 0.00g | 탄수화물: 39.00g | 단백질: 0.00g,1
환타 파인애플의 칼로리는 몇이야?,(1캔)(355ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g,1
환타 포도향의 칼로리는 몇이야?,(1캔)(355ml)당 - 칼로리: 112kcal | 지방: 0.00g | 탄수화물: 28.00g | 단백질: 0.00g,1
환타의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 136kcal | 지방: 0.00g | 탄수화물: 34.00g | 단백질: 0.00g,1
활력비타의 칼로리는 몇이야?,(1인분)  (100ml)당 - 칼로리: 110kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g,1
황금보리의 칼로리는 몇이야?,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
황남빵의 칼로리는 몇이야?,(1개)당 - 칼로리: 97kcal | 지방: 0.77g | 탄수화물: 19.72g | 단백질: 2.81g,1
황다랑어 통살 참치의 칼로리는 몇이야?,(100g)당 - 칼로리: 187kcal | 지방: 11.00g | 탄수화물: 2.00g | 단백질: 20.00g,1
황다랑어의 칼로리는 몇이야?,(100g)  당 - 칼로리: 108kcal | 지방: 0.95g | 탄수화물: 0.0g | 단백질: 23.38g,1
황도복숭아의 칼로리는 몇이야?,(100g)당 - 칼로리: 26kcal | 지방: 0.20g | 탄수화물: 1.20g | 단백질: 0.90g,1
황새치 요리의 칼로리는 몇이야?,(100g)  당 - 칼로리: 177kcal | 지방: 8.23g | 탄수화물: 0.49g | 단백질: 23.80g,1
황새치의 칼로리는 몇이야?,1 조각당 - 칼로리: 165kcal | 지방: 5.45g | 탄수화물: 0.00g | 단백질: 26.93g,1
황태구이의 칼로리는 몇이야?,(1인분)당 - 칼로리: 587kcal | 지방: 26.96g | 탄수화물: 12.16g | 단백질: 73.37g,1
황태채의 칼로리는 몇이야?,(100g)당 - 칼로리: 378kcal | 지방: 3.60g | 탄수화물: 0.00g | 단백질: 79.50g,1
황태포의 칼로리는 몇이야?,(100g)당 - 칼로리: 377kcal | 지방: 3.80g | 탄수화물: 0.00g | 단백질: 80.30g,1
회덮밥의 칼로리는 몇이야?,(1인분)당 - 칼로리: 465kcal | 지방: 10.12g | 탄수화물: 53.36g | 단백질: 40.45g,1
회의 칼로리는 몇이야?,(1인분)당 - 칼로리: 191kcal | 지방: 5.40g | 탄수화물: 0.00g | 단백질: 33.36g,1
후레쉬c의 칼로리는 몇이야?,1/2캔 (120ml)당 - 칼로리: 28kcal | 지방: 0.00g | 탄수화물: 7.00g | 단백질: 0.00g,1
후룻&넛츠 레드의 칼로리는 몇이야?,(1인분)  (15g)당 - 칼로리: 75kcal | 지방: 4.40g | 탄수화물: 7.00g | 단백질: 2.00g,1
후룻바틀 황도의 칼로리는 몇이야?,1회 (55g)당 - 칼로리: 36kcal | 지방: 0.00g | 탄수화물: 9.00g | 단백질: 0.00g,1
후룻볼 자몽의 칼로리는 몇이야?,1/4컵 (55g)당 - 칼로리: 35kcal | 지방: 0.00g | 탄수화물: 9.00g | 단백질: 0.00g,1
후르티아 오젤리-황도의 칼로리는 몇이야?,1회 (110g)당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 18.00g | 단백질: 0.00g,1
후지 사과의 칼로리는 몇이야?,(1개) 대형당 - 칼로리: 109kcal | 지방: 0.36g | 탄수화물: 29.27g | 단백질: 0.56g,1
훈제 닭가슴살 페퍼의 칼로리는 몇이야?,(100g)당 - 칼로리: 112kcal | 지방: 1.30g | 탄수화물: 2.00g | 단백질: 23.00g,1
훈제 연어의 칼로리는 몇이야?,1 조각당 - 칼로리: 23kcal | 지방: 0.86g | 탄수화물: 0.00g | 단백질: 3.66g,1
훈제 치누크 연어의 칼로리는 몇이야?,(100g)  당 - 칼로리: 117kcal | 지방: 4.32g | 탄수화물: 0.0g | 단백질: 18.28g,1
훼미리 매실의 칼로리는 몇이야?,1회 (180ml)당 - 칼로리: 96kcal | 지방: 0.00g | 탄수화물: 24.00g | 단백질: 0.00g,1
훼미리 알로에의 칼로리는 몇이야?,1병 (180ml)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.00g,1
훼미리 오렌지의 칼로리는 몇이야?,1병 (180ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 1.00g,1
훼미리 홍시의 칼로리는 몇이야?,1병 (180ml)당 - 칼로리: 108kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g,1
흑돼지 두루치기의 칼로리는 몇이야?,(1인분)  (475g)당 - 칼로리: 804kcal | 지방: 24.00g | 탄수화물: 119.00g | 단백질: 28.00g,1
흔들어먹는 환타 젤리소다의 칼로리는 몇이야?,1회 (185ml)당 - 칼로리: 116kcal | 지방: 0.00g | 탄수화물: 29.00g | 단백질: 0.00g,1
흰살참치의 칼로리는 몇이야?,1 캔당 - 칼로리: 220kcal | 지방: 5.11g | 탄수화물: 0.00g | 단백질: 40.63g,1
힌트의 칼로리는 몇이야?,1패트 (450ml)당 - 칼로리: 44kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.00g,1
